# name;planet_status;mass;mass_error_min;mass_error_max;mass_sini;mass_sini_error_min;mass_sini_error_max;radius;radius_error_min;radius_error_max;orbital_period;orbital_period_error_min;orbital_period_error_max;semi_major_axis;semi_major_axis_error_min;semi_major_axis_error_max;eccentricity;inclination;angular_distance;discovered;detection_type;mag_v;star_distance;star_mass
CoRoT-8 b;Confirmed;0.2158;0.034;0.034;;;;0.5692;0.0196;0.0196;6.21229;3E-05;3E-05;0.063;0.001;0.001;0.0;88.4;0.000166;2010;Primary Transit;14.8;380.0;0.88
CoRoT-9 b;Confirmed;0.84;0.07;0.07;;;;0.94;0.04;0.04;95.273804;0.0014;0.0014;0.407;0.005;0.005;0.133;89.9;0.000885;2010;Primary Transit;13.7;460.0;0.99
Corot-20 c;Confirmed;;;;17.0;1.0;1.0;;;;1675.0;17.0;19.0;2.9;0.07;0.07;0.6;;;2018;Radial Velocity;14.66;1230.0;1.14
DE CVn b;Confirmed;;;;11.0;3.0;3.0;;;;4098.1;131.5;131.5;5.75;2.0;2.0;;;;2018;TTV;13.0;;
DE0630-18 (bc);Confirmed;53.0;;;;;;;;;;;;;;;;;;2020;Astrometry;;20.0;
DE0630-18 a;Confirmed;58.0;3.0;3.0;;;;;;;;;;;;;;;;2008;Astrometry;;20.0;
DENIS-P J082303.1-491201 b;Confirmed;28.5;1.9;1.9;;;;;;;246.36;1.35;1.38;0.36;0.01;0.01;0.345;56.6;;2013;Astrometry;;20.77;0.07
DH Tau b;Confirmed;11.0;0.003;0.01;;;;;;;;;;330.0;;;;;;2005;Imaging;13.71;;0.37
DP Leo (AB) b;Confirmed;6.05;0.47;0.47;;;;;;;10230.0;730.0;730.0;8.19;0.39;0.39;0.39;;;2009;Timing;17.5;;0.69
DS Tuc A b;Confirmed;0.088;0.041;0.11;;;;0.5085;0.0152;0.0152;8.138268;1E-05;1E-05;0.0795;0.003;0.003;;89.5;;2019;Primary Transit;9.0;44.12;0.959
DW Lyn b;Confirmed;;;;5.58;1.44;1.44;;;;1450.0;;;1.148;0.05;0.05;;;;2013;Timing;;;
DW Uma b;Confirmed;;;;10.06;;;;;;4967.0;;;5.8;;;;;;2016;Radial Velocity;14.4;;
EPIC 201170410 b;Confirmed;;;;;;;0.09341;0.0232;0.025;6.7987;0.0001;0.0001;0.0349;0.0022;0.0027;0.0;89.0;;2020;Primary Transit;;;
EPIC 201238110 b;Confirmed;;;;;;;0.167;0.04;0.018;28.1656;0.0028;0.0027;;;;;;;2019;Primary Transit;;159.98;0.41
EPIC 201295312 b;Confirmed;0.0379;;;0.0378;;;0.245;0.021;0.021;5.65639;0.00075;0.00075;;;;0.12;86.6;;2016;Primary Transit;12.5;483.19;1.15
EPIC 201497682 b;Confirmed;;;;;;;0.062;0.004;0.005;2.13174;0.00022;0.00022;;;;;;;2019;Primary Transit;;254.88;0.78
EPIC 201757695 b;Confirmed;;;;;;;0.08101;0.00571;0.00526;2.0478;0.0001;0.0001;0.0296;0.0005;0.0005;0.0;89.28;;2020;Primary Transit;;;
EPIC 201833600 c;Confirmed;;;;;;;0.089;0.01;0.011;3.96151;0.00051;0.00046;;;;;;;2019;Primary Transit;;259.33;0.61
EPIC 201841433 b;Confirmed;;;;;;;0.093;0.003;0.003;4.1698;0.0001;0.0001;0.035;0.001;0.0009;;89.001;;2019;Primary Transit;;441.94;0.8
EPIC 205084841 b;Confirmed;0.3883;0.303;0.303;;;;1.561;0.152;0.152;11.310099;0.00045;0.00045;0.104;0.003;0.003;;87.99;;2016;Primary Transit;;860.4;1.168
EPIC 205950854 c;Confirmed;;;;;;;0.117;0.006;0.013;8.050722;3.8e-05;7.5e-05;0.06231;0.00062;0.00124;;89.81;;2019;Primary Transit;12.2;245.56;0.88
EPIC 206024342 b;Confirmed;;;;;;;0.152;0.028;0.053;4.50756;0.0006;0.00062;;;;;;;2019;Primary Transit;;373.81;0.93
EPIC 206032309 b;Confirmed;;;;;;;0.09;0.012;0.021;2.87814;0.00026;0.00023;;;;;;;2019;Primary Transit;;162.09;0.22
EPIC 206042996 b;Confirmed;;;;;;;0.145;0.017;0.015;5.29711;0.0007;0.00074;;;;;;;2019;Primary Transit;;457.27;0.56
EPIC 206061524 b;Confirmed;;;;;;;0.978;0.02;0.024;5.8797;0.0015;0.0018;0.0563;0.004;0.004;;86.2;;2016;Primary Transit;;284.84;
EPIC 206215704 b;Confirmed;;;;;;;0.08;0.018;0.017;2.25372;0.00047;0.00047;;;;;;;2019;Primary Transit;;110.22;0.41
EPIC 206317286 b;Confirmed;;;;;;;0.086;0.013;0.01;1.58252;0.00018;0.00017;;;;;;;2019;Primary Transit;;317.2;0.71
EPIC 211442297 b;Confirmed;0.84;0.18;0.2;;;;1.115;0.057;0.061;20.273034;3.6e-05;3.7e-05;0.1367;0.0012;0.001;0.137;88.82;;2017;Primary Transit;;418.58;0.95
EPIC 211822797 b;Confirmed;;;;;;;0.177;0.01;0.01;21.169861;0.001695;0.001725;0.131;0.005;0.004;0.06;89.73;;2016;Primary Transit;;187.19;0.66
EPIC 211939692.01;Confirmed;;;;;;;0.232;0.008;0.008;26.8549;0.0002;0.0002;;;;0.16;;;2019;Primary Transit;12.0;;1.22
EPIC 211939692.02;Confirmed;;;;;;;0.232;0.009;0.009;39.553;0.0003;0.0003;;;;0.06;;;2019;Primary Transit;12.0;;1.22
EPIC 211945201 b;Confirmed;0.085;0.0396;0.044;;;;0.514;0.027;0.027;19.49221;0.000653;0.000666;0.1493;0.0015;0.0015;0.0;87.9;;2018;Primary Transit;10.15;182.69;1.17
EPIC 212036875 b;Confirmed;51.0;2.0;2.0;;;;0.83;0.03;0.03;5.16992;2E-05;2E-05;0.0621;0.002;0.0016;0.134;83.9;;2019;Primary Transit;11.0;;1.1241
EPIC 212297394 b;Confirmed;;;;;;;0.118;0.008;0.007;2.28943;0.00019;0.00019;;;;;;;2019;Primary Transit;;423.35;0.83
EPIC 212424622 b;Confirmed;;;;;;;0.194;0.037;0.06;18.0983;0.0058;0.006;;;;;;;2019;Primary Transit;;622.67;1.11
EPIC 212499991 b;Confirmed;;;;;;;0.143;0.014;0.012;34.885;0.01;0.011;;;;;;;2019;Primary Transit;;285.61;0.91
EPIC 212587672 b;Confirmed;;;;;;;0.1;0.008;0.011;15.2841;0.0029;0.0037;;;;;;;2019;Primary Transit;;322.88;0.95
EPIC 212737443 b;Confirmed;0.02907;0.00831;0.00831;;;;0.231;0.011;0.011;13.603;0.0013;0.0013;0.098;0.004;0.004;0.2;89.071;;2019;Primary Transit;14.8;347.45;0.69
EPIC 212737443 c;Confirmed;0.0303;0.00812;0.00812;;;;0.24;0.01303;0.01303;65.55;0.009;0.009;0.28;0.006;0.006;;89.63;;2019;Primary Transit;14.8;347.45;0.69
EPIC 219388192 b;Confirmed;36.0;1.6;1.6;;;;0.846;0.021;0.021;5.292569;2.6e-05;2.6e-05;0.0593;0.0013;0.0013;0.1893;89.63;;2016;Primary Transit;12.5;300.0;0.99
EPIC 220554210 c;Confirmed;;;;;;;0.132;0.009;0.012;0.70531;5E-05;5E-05;;;;;;;2019;Primary Transit;;502.28;0.94
EPIC 220674823 b;Confirmed;0.0263;0.003;0.003;;;;0.162;0.009;0.009;0.571331;2.1e-05;2E-05;0.0134;0.0002;0.0002;0.0;86.4;;2016;Primary Transit;12.1;246.1;0.97
EPIC 220674823 c;Confirmed;0.018;0.0094;0.01;;;;0.244;0.016;0.016;13.339079;0.001859;0.00194;0.1091;0.0015;0.0014;0.18;89.35;;2016;Primary Transit;12.1;246.1;0.97
EPIC 246193072 b;Confirmed;0.26;0.022;0.022;;;;0.774;0.026;0.026;12.4551225;3.1e-06;3.1e-06;0.1016;0.0019;0.0019;0.0697;89.22;;2020;Primary Transit;;230.4;0.901
EPIC 246851721 b;Confirmed;3.0;1.2;1.1;3.0;1.2;1.1;1.051;0.044;0.044;6.180235;1.4e-05;1.4e-05;0.07229;0.00075;0.00074;;86.21;;2018;Primary Transit;11.4;376.0;1.324
EPIC 249893012 b;Confirmed;0.02753;0.00343;0.00343;;;;0.174;0.008;0.008;3.5951;0.0003;0.0003;0.047;0.007;0.005;0.06;86.14;;2020;Primary Transit;11.4;324.7;1.05
EPIC 249893012 c;Confirmed;0.04616;0.00595;0.00595;;;;0.3274;0.0125;0.0152;15.624;0.001;0.001;0.13;0.02;0.01;0.07;87.94;;2020;Primary Transit;11.4;324.7;1.05
EPIC 249893012 d;Confirmed;0.03203;0.00761;0.00774;;;;0.3515;0.0116;0.0116;35.747;0.005;0.005;0.22;0.04;0.02;0.15;;;2020;Primary Transit;11.4;324.7;1.05
FL Lyr b;Confirmed;;;;9.0;1.0;1.0;;;;4400.0;180.0;180.0;;;;;;;2015;Timing;9.4;138.0;2.2
FU Tau b;Confirmed;15.0;;;;;;;;;;;;800.0;;;;;5.714286;2009;Imaging;;140.0;0.05
Fomalhaut b;Confirmed;0.208;;;;;;;;;320000.0;;;117.0;;;0.11;;14.92731;2008;Imaging;1.16;7.704;1.92
G 196-3 b;Confirmed;15.0;4.0;30.0;;;;;;;;;;;;;;;;1998;Imaging;11.75;21.805;0.4
G 264-012 b;Confirmed;;;;0.0079;0.0009;0.0009;;;;2.30538;0.00031;0.00031;0.02279;0.00061;0.00061;;;;2021;Radial Velocity;12.0;15.986;0.297
G 264-012 c;Confirmed;;;;0.0118;0.00151;0.00151;;;;8.0518;0.0034;0.0034;0.0525;0.0014;0.0014;;;;2021;Radial Velocity;12.0;15.986;0.297
G 9-40 b;Confirmed;0.016;0.006;0.012;;;;0.181;0.009;0.009;5.746007;6E-06;6E-06;0.0385;0.0053;0.0078;0.0;88.57;;2019;Primary Transit;13.8;27.93;0.29
G204-39 b;Confirmed;29.0;8.0;8.0;;;;;;;;;;2685.0;;;;;;2010;Imaging;11.64;13.9908;0.36
GJ 1061 b;Confirmed;;;;0.00453;0.00053;0.00053;;;;3.204;0.001;0.001;0.021;0.001;0.001;0.31;;;2019;Radial Velocity;13.0;3.6732;0.12
GJ 1061 c;Confirmed;;;;0.00547;0.0006;0.0006;;;;6.689;0.005;0.005;0.035;0.001;0.001;0.29;;;2019;Radial Velocity;13.0;3.6732;0.12
GJ 1061 d;Confirmed;;;;0.00494;0.00079;0.00085;;;;12.434;0.023;0.031;0.052;0.001;0.001;0.54;;;2019;Radial Velocity;13.0;3.6732;0.12
GJ 1132 b;Confirmed;0.00522;0.00072;0.00072;;;;0.1035;0.0098;0.0098;1.628931;2.7e-05;2.7e-05;0.0154;0.0015;0.0015;0.0;;;2015;Primary Transit;13.5;12.04;0.181
GJ 1132 c;Confirmed;;;;0.00831;0.00138;0.00138;;;;8.929;0.01;0.01;0.0476;0.0017;0.0017;0.27;;;2018;Radial Velocity;13.5;12.04;0.181
GJ 1214 b;Confirmed;0.02571;0.00135;0.00135;;;;0.24463;0.00473;0.00473;1.580404497;3E-08;3E-08;0.01411;0.00032;0.00032;0.27;88.17;0.001077;2009;Primary Transit;14.71;13.0;0.15
GJ 1252 b;Confirmed;0.00658;0.00176;0.00176;;;;0.10643;0.0066;0.0066;0.5182349;5E-06;6.3e-06;0.00916;0.00076;0.00076;;85.0;;2018;Primary Transit;12.0;20.38;0.381
GJ 1265 b;Confirmed;;;;0.0233;0.0016;0.0016;;;;3.6511;0.0012;0.0012;0.026;0.001;0.001;0.04;;;2018;Radial Velocity;13.7;10.255;0.178
GJ 143 b;Confirmed;0.0714;0.006;0.0069;;;;0.2329;0.0143;0.0152;35.61253;0.00062;0.0006;0.1932;0.0002;0.0002;0.188;89.33;;2018;Primary Transit;8.3;16.33;0.76
GJ 143 c;Confirmed;0.01164;nan;0.0;;;;0.07958;0.00517;0.00571;7.78993;0.00044;0.00051;0.0695;0.0023;0.0021;;88.9;;2018;Primary Transit;8.3;16.33;0.76
GJ 15A b;Confirmed;;;;0.00953;0.00138;0.00145;;;;11.4407;0.0016;0.0016;0.072;0.004;0.004;0.094;;;2014;Radial Velocity;8.08;3.587;0.375
GJ 160.2 b;Confirmed;;;;0.0245;0.0098;0.0098;;;;9.7471;0.005;0.0043;0.079;0.009;0.007;0.02;;;2014;Radial Velocity;9.675;;0.69
GJ 163 b;Confirmed;;;;0.0311;0.0072;0.0072;;;;8.6312;0.0023;0.0023;0.06;0.006;0.005;0.02;;;2012;Radial Velocity;11.8;15.0;0.4
GJ 163 c;Confirmed;;;;0.0239;0.0072;0.0091;;;;25.637;0.042;0.042;0.124;0.013;0.01;0.03;;;2012;Radial Velocity;11.8;15.0;0.4
GJ 163 d;Confirmed;;;;0.0636;0.0239;0.0239;;;;604.0;24.0;29.0;1.021;0.118;0.088;0.02;;;2013;Radial Velocity;11.8;15.0;0.4
GJ 163 e;Confirmed;;;;0.0428;0.0205;0.0258;;;;349.0;10.0;12.0;0.7;0.066;0.066;0.03;;;2019;Radial Velocity;11.8;15.0;0.4
GJ 163 f;Confirmed;;;;0.0214;0.0138;0.0138;;;;109.5;1.4;1.6;0.326;0.034;0.027;0.04;;;2019;Radial Velocity;11.8;15.0;0.4
GJ 176 b;Confirmed;;;;0.025;0.0066;0.0076;;;;8.7748;0.003;0.003;0.066;0.007;0.007;0.08;;0.007006;2007;Radial Velocity;9.97;9.42;0.49
GJ 176 c;Confirmed;;;;0.0233;0.0113;0.013;;;;28.586;0.052;0.047;0.146;0.012;0.015;0.02;;0.019108;2009;Radial Velocity;9.97;9.42;0.49
GJ 179 b;Confirmed;;;;0.7391;0.1608;0.1778;;;;2288.0;59.0;59.0;2.41;0.245;0.245;0.21;;0.195935;2010;Radial Velocity;11.96;12.3;0.357
GJ 179 c;Confirmed;;;;0.0154;0.0085;0.0085;;;;3.4798;0.001;0.0014;0.032;0.003;0.003;0.04;;;2019;Radial Velocity;11.96;12.3;0.357
GJ 180 b;Confirmed;;;;0.02124;0.0056;0.00431;;;;17.132;0.006;0.008;0.092;0.008;0.007;0.02;;;2014;Radial Velocity;10.894;;0.43
GJ 180 c;Confirmed;;;;0.0201365509864;0.012896206;0.01163804;;;;24.329;0.066;0.052;0.129;0.017;0.007;0.09;;;2014;Radial Velocity;10.894;;0.43
GJ 180 d;Confirmed;;;;0.02357;0.00733;0.00837;;;;106.341;0.34;0.261;0.31;0.026;0.022;0.16;;;2020;Radial Velocity;10.894;;0.43
GJ 2056 b;Confirmed;;;;0.051;0.0113;0.0113;;;;69.971;0.061;0.061;0.283;0.013;0.013;0.72;;;2020;Radial Velocity;10.4;28.47;
GJ 2056 c;Confirmed;;;;0.4443;0.053;0.053;;;;2982.394;76.0;76.0;3.453;0.64;0.64;0.81;;;2020;Radial Velocity;10.4;28.47;
GJ 221 e;Confirmed;;;;0.0104;0.0044;0.0047;;;;2.3946;0.00044;0.00036;0.03;0.003;0.003;0.03;;;2019;Radial Velocity;6.69;20.0;0.7
GJ 229 A b;Confirmed;;;;0.03153;0.0192;0.01054;;;;523.242;7.0;13.0;0.896;0.073;0.69;0.17;;;2014;Radial Velocity;8.125;5.757;0.58
GJ 229 A c;Confirmed;;;;0.02495;0.01082;0.01067;;;;122.005;0.382;0.364;0.339;0.029;0.024;0.29;;;2020;Radial Velocity;8.125;5.757;0.58
GJ 229 B;Confirmed;35.0;15.0;15.0;1.61971;0.664;0.664;;;;52890.0;24055.0;19639.0;19.433;6.9;4.7;0.03;;;1995;Imaging;8.125;5.757;0.58
GJ 251 b;Confirmed;;;;0.013;0.0013;0.0013;;;;14.238;0.002;0.002;0.0818;0.00012;0.00012;0.1;;;2020;Radial Velocity;10.0;6.581;0.36
GJ 27.1 b;Confirmed;;;;0.0409023691911;0.020759747;0.012896206;;;;15.819;0.026;0.049;0.101;0.013;0.009;0.08;;;2014;Radial Velocity;11.401;;0.53
GJ 273 b;Confirmed;0.00922;;;0.0069;0.003;0.003;;;;18.64;0.015;0.015;0.091;0.01;0.01;0.1;80.0;;2017;Radial Velocity;9.87;3.8;0.29
GJ 273 c;Confirmed;0.00374;;;0.0038;0.0013;0.0013;;;;4.72322;0.00081;0.00081;0.036;0.004;0.004;0.17;80.0;;2017;Radial Velocity;9.87;3.8;0.29
GJ 273 d;Confirmed;0.03448;;;0.034;0.011;0.0123;;;;413.9;5.5;4.3;0.712;0.076;0.062;0.0;80.0;;2019;Radial Velocity;9.87;3.8;0.29
GJ 273 e;Confirmed;0.0297;;;0.0293;0.0123;0.0135;;;;542.0;16.0;16.0;0.849;0.092;0.083;0.0;80.0;;2019;Radial Velocity;9.87;3.8;0.29
GJ 3021 b;Confirmed;;;;3.37;0.09;0.09;;;;133.71;0.2;0.2;0.49;;;0.511;;0.027809;2000;Radial Velocity;6.59;17.62;0.9
GJ 3082 b;Confirmed;;;;0.02759;0.01337;0.011;;;;11.942;0.043;0.06;0.079;0.007;0.006;0.26;;;2020;Radial Velocity;11.1;16.63;0.47
GJ 3138 b;Confirmed;;;;0.0132;0.0019;0.0019;;;;5.974;0.001;0.001;0.057;0.001;0.001;0.11;;;2017;Radial Velocity;10.98;;0.681
GJ 3138 c;Confirmed;;;;0.0056;0.001;0.0011;;;;1.22003;4E-05;6E-05;0.0197;0.0005;0.0005;0.19;;;2017;Radial Velocity;10.98;;0.681
GJ 3138 d;Confirmed;;;;0.033;0.0066;0.0072;;;;257.8;3.5;3.6;0.698;0.019;0.018;0.32;;;2017;Radial Velocity;10.98;;0.681
GJ 317 b;Confirmed;;;;1.7528;0.0576;0.0576;;;;695.66;0.355;0.355;1.151;0.018;0.018;0.07;;0.076159;2007;Radial Velocity;12.0;15.1;0.42
GJ 317 c;Confirmed;;;;1.644;0.0601;0.0601;;;;6739.323;143.106;143.106;5.23;0.111;0.111;0.17;;1.986755;2007;Radial Velocity;12.0;15.1;0.42
GJ 328 b;Confirmed;;;;2.3;13.0;13.0;;;;4100.0;300.0;300.0;4.5;0.2;0.2;0.37;;;2013;Radial Velocity;9.98;19.8;0.69
GJ 3293 b;Confirmed;;;;0.07406;0.0028;0.0028;;;;30.5987;0.008;0.008;0.14339;0.0003;0.0003;0.06;;;2014;Radial Velocity;11.96;17.9;0.42
GJ 3293 c;Confirmed;;;;0.06636;0.00396;0.00396;;;;122.6196;0.24;0.24;0.36175;0.00048;0.00048;0.11;;;2014;Radial Velocity;11.96;17.9;0.42
GJ 3293 d;Confirmed;;;;0.024;0.0031;0.0031;;;;48.1345;0.006;0.006;0.194;0.00018;0.00018;0.12;;;2014;Radial Velocity;11.96;17.9;0.42
GJ 3293 e;Confirmed;;;;0.0103;0.002;0.002;;;;13.2543;0.01;0.008;0.0821;4E-05;4E-05;0.21;;;2017;Radial Velocity;11.96;17.9;0.42
GJ 3323 b;Confirmed;;;;0.00636;0.00079;0.00082;;;;5.3636;0.0007;0.0007;0.03282;0.00056;0.00054;0.23;;;2017;Radial Velocity;12.22;;0.164
GJ 3323 c;Confirmed;;;;0.00727;0.0015;0.0016;;;;40.54;0.19;0.21;0.1264;0.0022;0.0021;0.17;;;2017;Radial Velocity;12.22;;0.164
GJ 3341 b;Confirmed;;;;0.35717;0.0053;0.0053;;;;14.207;0.007;0.007;0.089;;;0.31;;;2014;Radial Velocity;12.08;23.1;0.47
GJ 3470 b;Confirmed;0.03958;0.00403;0.00412;;;;0.37380742940036;0.05263636834038;0.05263636834038;3.336649;8.1e-05;8.4e-05;0.03557;0.001;0.001;0.114;88.3;;2012;Primary Transit;12.3;30.7;0.51
GJ 3473 b;Confirmed;0.00585;0.0009;0.0009;;;;0.11277;0.00045;0.00045;1.1980035;1.9e-06;1.9e-06;0.01589;0.00062;0.00062;0.0;87.95;;2020;Primary Transit;13.0;27.39;0.36
GJ 3473 c;Confirmed;;;;0.0214;0.0;0.031;;;;15.509;0.033;0.033;0.0876;0.0035;0.0035;0.0;;;2020;Radial Velocity;13.0;27.39;0.36
GJ 3512 b;Confirmed;;;;0.46;0.01;0.02;;;;203.69;0.02;0.09;0.337;0.001;0.001;0.44;;;2019;Radial Velocity;;9.489;0.123
GJ 3512 c;Confirmed;;;;0.2;0.0;1.0;;;;1599.6;0.8;1.1;1.292;0.003;0.003;0.0183;;;2019;Radial Velocity;;9.489;0.123
GJ 357 b;Confirmed;0.006566;0.00101;0.00101;;;;0.10411;0.0033;0.0033;3.93086;4E-05;4E-05;0.033;0.001;0.001;0.047;88.496;;2019;Primary Transit;;9.444;0.342
GJ 357 c;Confirmed;;;;0.01158;0.00151;0.00151;;;;9.1246;0.0013;0.0013;0.0607;0.0021;0.0021;0.072;;;2019;Radial Velocity;;9.444;0.342
GJ 357 d;Confirmed;;;;0.0227;0.0053;0.0053;;;;55.698;0.45;0.45;0.204;0.0069;0.0069;0.033;;;2019;Radial Velocity;;9.444;0.342
GJ 3634 b;Confirmed;0.026;0.007;0.0188;0.022;0.0035;0.0035;;;;2.64561;0.00066;0.00066;0.0287;0.0011;0.0011;0.08;59.0;0.001449;2011;Radial Velocity;11.95;19.8;0.45
GJ 3779 b;Confirmed;;;;0.0252;0.0016;0.0016;;;;3.0232;0.0013;0.0013;0.026;0.001;0.001;0.07;;;2018;Radial Velocity;13.0;13.748;0.27
GJ 393 b;Confirmed;;;;0.00538;0.00076;0.00076;;;;7.02679;0.00085;0.00085;0.05402;0.00072;0.00072;;;;2021;Radial Velocity;9.0;7.0375;0.426
GJ 3942 b;Confirmed;;;;0.0225;0.0019;0.0019;;;;6.905;0.04;0.04;0.0608;0.0068;0.0068;0.121;;;2017;Radial Velocity;10.0;16.93;0.63
GJ 3998 b;Confirmed;;;;0.00777;0.00085;0.00085;;;;2.64977;0.00077;0.00081;0.029;0.001;0.001;0.0;;;2016;Radial Velocity;10.8;17.8;0.5
GJ 3998 c;Confirmed;;;;0.0197;0.0024;0.002486;;;;13.74;0.016;0.016;0.089;0.003;0.003;0.049;;;2016;Radial Velocity;10.8;17.8;0.5
GJ 414 A b;Confirmed;;;;0.02762;0.00777;0.0098;0.2632;0.009;0.098;50.817;0.03;0.03;0.24;0.01;0.01;0.48;;;2020;Radial Velocity;8.9;11.893;0.65
GJ 414 A c;Confirmed;;;;0.17705;0.0311;0.0327;0.7833;0.2373;0.3595;748.3;1.2;1.3;1.43;0.06;0.06;0.093;;;2020;Radial Velocity;8.9;11.893;0.65
GJ 422 b;Confirmed;;;;0.03285;0.00588;0.00733;;;;20.129;0.012;0.012;0.111;0.009;0.009;0.1;;;2014;Radial Velocity;11.516;12.67;0.35
GJ 4276 b;Confirmed;;;;0.0481;0.0038;0.0022;;;;13.35;0.004;0.004;0.082;0.014;0.03;0.043;;;2018;Radial Velocity;12.0;21.35;0.406
GJ 4276 c;Confirmed;;;;0.0135;0.0019;0.0013;;;;6.675;0.002;0.002;0.052;0.002;0.005;0.07;;;2018;Radial Velocity;12.0;21.35;0.406
GJ 433 b;Confirmed;;;;0.01869;0.00387;0.00488;;;;7.3708;0.0014;0.0009;0.062;0.005;0.005;0.02;;0.006416;2009;Radial Velocity;9.79;9.04;0.48
GJ 433 c;Confirmed;;;;0.09055;0.0327;0.0327;;;;4874.0;1035.0;1796.0;4.692;0.8;1.17;0.21;;0.39823;2012;Radial Velocity;9.79;9.04;0.48
GJ 433 d;Confirmed;;;;4.94;1.79;2.52;;;;36.052;0.031;0.045;0.178;0.015;0.013;0.03;;;2020;Radial Velocity;9.79;9.04;0.48
GJ 436 b;Confirmed;0.07;0.0052;0.0052;;;;0.38;;;2.64394;9.85041e-05;9.85041e-05;0.02887;0.00095;0.00095;0.1912;85.8;0.00283;2004;Primary Transit;10.68;10.2;0.452
GJ 480 b;Confirmed;;;;0.0415;0.0053;0.0053;;;;9.567;0.005;0.005;0.068;0.001;0.001;0.1;;;2020;Radial Velocity;11.5;14.24;
GJ 486 b;Confirmed;0.00887;0.00038;0.00038;;;;0.11643;0.00598;0.00562;1.467119;3E-05;3E-05;0.01734;0.00027;0.00027;0.05;88.4;;2021;Primary Transit;11.4;8.0761;0.323
GJ 504 b;Confirmed;4.0;1.0;4.5;;;;0.96;0.07;0.07;;;;43.5;;;;;;2013;Imaging;5.22;17.56;1.22
GJ 536 b;Confirmed;;;;0.0169;0.002;0.0022;;;;8.7076;0.0025;0.0022;0.06661;1.3e-05;1E-05;0.08;;;2016;Radial Velocity;;10.03;0.52
GJ 570 D;Confirmed;42.5;4.5;4.5;;;;0.855;0.023;0.023;;;;1500.0;;;;;;2000;Imaging;5.64;5.91;0.802
GJ 581 b;Confirmed;;;;0.04782;0.00085;0.00069;;;;5.368;0.001;0.001;0.041;0.001;0.001;0.022;;0.006602;2005;Radial Velocity;10.55;6.21;0.31
GJ 581 c;Confirmed;;;;0.017783;0.000752;0.001214;;;;12.919;0.002;0.003;0.074;0.001;0.001;0.087;;0.011755;2007;Radial Velocity;10.55;6.21;0.31
GJ 581 e;Confirmed;;;;0.005214;0.000507;0.00076;;;;3.153;0.006;0.001;0.029;0.001;0.001;0.125;;0.004509;2009;Radial Velocity;10.55;6.21;0.31
GJ 625 b;Confirmed;;;;0.0095;0.0016;0.0015;;;;14.638;0.013;0.012;0.078399;4.5e-05;4.2e-05;0.13;;;2017;Radial Velocity;10.17;6.49;0.3
GJ 649 b;Confirmed;;;;0.328;0.032;0.032;;;;598.3;4.2;4.2;1.135;0.035;0.035;0.3;;0.109768;2009;Radial Velocity;9.7;10.34;0.54
GJ 649 c;Confirmed;;;;0.03;0.008;0.008;;;;4.4762;0.0004;0.0004;0.043;0.001;0.001;0.2;;;2013;Radial Velocity;9.7;10.34;0.54
GJ 667 C b;Confirmed;;;;0.0176;0.0041;0.0044;;;;7.2004;0.0017;0.0017;0.0505;0.0053;0.0044;0.13;;0.007368;2009;Radial Velocity;10.22;6.84;0.33
GJ 667 C c;Confirmed;;;;0.012;0.0038;0.0047;;;;28.14;0.03;0.03;0.125;0.013;0.012;0.02;;0.018289;2011;Radial Velocity;10.22;6.84;0.33
GJ 667 C d;Confirmed;;;;0.01604;0.00535;0.00566;;;;91.61;0.89;0.81;0.276;0.03;0.024;0.03;;0.044371;2012;Radial Velocity;10.22;6.84;0.33
GJ 667 C e;Confirmed;;;;0.0085;0.0044;0.005;;;;62.24;0.55;0.55;0.213;0.02;0.02;0.02;;;2013;Radial Velocity;10.22;6.84;0.33
GJ 667 C f;Confirmed;;;;0.0085;0.0038;0.0044;;;;39.026;0.211;0.194;0.156;0.017;0.014;0.03;;;2013;Radial Velocity;10.22;6.84;0.33
GJ 667 C g;Confirmed;;;;0.0145;0.0072;0.0082;;;;256.2;7.9;13.8;0.549;0.058;0.052;0.08;;;2013;Radial Velocity;10.22;6.84;0.33
GJ 674 b;Confirmed;;;;0.04;;;1.13;;;4.6944;0.00182591;0.00182591;0.039;;;0.07;;0.00859;2007;Radial Velocity;9.38;4.54;0.35
GJ 676 A b;Confirmed;6.7;1.5;1.8;4.733;0.01;0.011;;;;1052.1;0.4;0.4;1.812;0.001;0.002;0.323;45.0;0.109422;2009;Radial Velocity;9.59;16.45;0.71
GJ 676 A c;Confirmed;6.8;0.0;32.2;6.8;0.1;0.1;;;;7337.0;92.0;95.0;6.6;0.1;0.1;0.2;;;2012;Radial Velocity;9.59;16.45;0.71
GJ 676 A d;Confirmed;;;;0.014;0.002;0.002;;;;3.6;0.0008;0.0008;0.0413;0.0014;0.0014;0.15;;;2012;Radial Velocity;9.59;16.45;0.71
GJ 676 A e;Confirmed;;;;0.036;0.005;0.005;;;;35.37;0.07;0.07;0.187;0.007;0.007;0.24;;;2012;Radial Velocity;9.59;16.45;0.71
GJ 682 b;Confirmed;;;;0.0138438788031;0.0075489989;0.01163804;;;;17.478;0.04;0.062;0.08;0.004;0.014;0.08;;;2014;Radial Velocity;;;0.27
GJ 682 c;Confirmed;;;;0.027365121;0.014468914;0.018243414;;;;57.32;0.48;0.45;0.176;0.009;0.03;0.1;;;2014;Radial Velocity;;;0.27
